Website,Aims/Objectives/Mission,Pin,Mobile,name,Phone,Purpose,Add.,Email,Contact Person
,Spread awareness about health and social issues.,110092,91-92121 49144,Suman Sanskriti Kala Manch,91-11-29984146,Organise events to spread awareness about several social issues.,"99 B, J. Extension, Street 2, Laxmi Nagar
New Delhi",sskm_delhi@socialworker.net,Sanju Kumar
,"Our community people are uneducated and poor and speard like open rice bucket. So we want to unit people, who reach already at certain level and build a fort to Support to whom, she still asking for help ll over India. First we will focus at Delhi and then the rest parts.",110005,91-98118 89828,SUN – Sonkar Union of Nation,,To unit sonkar community and support in term of education and other problems.,"10405, Manak Pura
New Delhi",vikas_sonkar2003@yahoo.com,Rajeev Sonkar
,We want India will have all educated people specially girl because if girl is educated it will be automatically India will educated.,110096,91-99992 44538,Sun Bro Siksha Samiti,,Education,"New Delhi
New Delhi",nitinsaini_042@yahoo.com,Nitin Saini
,To provide better health to poorer people and educate the children who are not able to visit schools.,110076,91-98116 8982,Sun Shine Health & Welfare Society,91-11-29946271,Seeking fund for our nonprofit ngo.,"163, Phase 3, Madanpur Khadar
New Delhi",sunshine ngo@gmail.com,Dr.Abdul Ghaffar
,"Education, health, women empowerment, civil issues, development, rural development, disability, right to credit purpose of our ngo.",110091,91-98112 52780,Sunaina Vocational Training Sansthan,91-11-22773197,Awareness & improvement.,"7/130, A Trilok Puri, 23/10, Trilokpuri
New Delhi",svts_regd@yahoo.com,Sunaina
http://www.svsoindia.org,To provide education at affordable fee and make them self independent.,110044,91-99115 94195,Super Vision Social Organisation,,,"Rati Ram Market, Meethapur Badarpur
New Delhi",supervision.socialorg@yahoo.com,Vinod Kumar
http://www.supportsociety.org,"To serve the society health, education.",110025,91-98115 14657,Support Society,,,"807/22, Zakir Nagar, Okhla
New Delhi",supportsociety@gmail.com,Dr. Siddiqui
,"Suprabhat- Ek Naya Savera Society registered under society act 1861 is an initiative of a group of enthusiastic youngsters, committed for bringing social change and bring an improvement in the lives of masses. In the short span since its establishment suprabhat has been able to touch the pulse of people around and focus on certain activities to make a healthier social structure. We are looking for opportunities for bridging the gap of information availability to all. The members have capacity to develop and establish an ideal medium for participatory communication providing accurate and quality information.",110092,91-99719 66237,SUPRABHAT – Ek Naya Savera Society,,To interact and establish a network of dedicated organisations.,"7, Kirti Appartments
New Delhi",suprabhat.del@gmail.com,Shradha Pant
,"Surabhi Social Welfare Society is a non – profit voluntary organisation registered with registrar of society, delhi on 2nd march, 2007. Our society working in the field of education of slum children and poor children, sanitation, women and child welfare, health awareness like hiv / aids. Looking forward guidelines, work and funds for above mentioned social work.",110059,91-98183 78749,Surabhi Social Welfare Society,91-11-30296227,,"D 188, Nawada Housing Complex
New Delhi",surabhisocialwelfaresociety@gmail.com,Rajiv Thakur
,Community development and livelihood.,110075,91-98102 24152,SURAKSHIT,91-11-25087817,Community development.,"Apna Niwas, 125, Dwarka
New Delhi",surakshit_surakshit@yahoo.com,Dr. Jessy George
,"Socio-economic upliftment of poor, especially in rural areas, enhancement in income of farmers and providing vocational trainings to the poor people.",110005,91-98991 11195,Surya Welfare Foundation,91-11-25727030,"Agriculture, rural development, trainings.","17-B/27, Deshbandu Gupta Road, Dev Nagar, Karol Bagh
New Delhi",pcsabharwal2323@yahoo.co.in,"Dr.P.C. Sabharwal, Sangeet"
http://www.sscsaindia.org,To Training Childern and youth to get them job. So to earn their livehood respectfully.,110044,91-93599 28253,Swadeshi Sarva Computer Shiksha Abhiyan,,"Education, vocational training, placement and rehablitation.","Block HR, 55 A
New Delhi",info@sscsaindia.org,V.S.Chaudhary
,"All round development of economically weaker section of the society through educational & socio economic projects. To impart technical & non-technical job oriented trainings. To conduct health awareness programs & provision of health facility support. To run microfinance program for women. Promotion of Sports. To promote environmental & ecological protection activities and technologies. Promotion of secularism, nationalism, patriotism. Pursuing excellence in all fields of society’s development through sustainable welfare activities and to nurture intellectual, mental, social, emotional & moral development of human by streamline them into balanced robust community.",110005,91-11-20114896,SWAMI – Sustainable Welfare Activities of Modern India,91-11-28712093,"Education, health, environment, job orient. Trainings, women’s development, microfinance, sports etc.","9992/2, First Floor, Street 1, Sarai Rohilla, New Rohtak Road
New Delhi",jag.sharma61@gmail.com,J.K. Sharma
http://www.swarnimsavera.com,"To educate the poor children of India. To help the women skilled in different works so that they could earn their livehood. Catalyze social & economic change in urban slum communities with focous on the rights of underpriveleged children, empowerment of women.",110059,91-98188 53692,Swarnim Savera,91-11-45643787,"Education for poor children, child development, health care, women empowerment.","D 5, 1st Floor, Milap Nagar, Nr. Metro Station, Uttam Nagar East
New Delhi",info@swarnimsavera.com,Prerna Pathak
,To educate the society about health and wealth.,110043,91-98997 95723,Swastic Seva Sansthan,91-11-23454345,Education,"B 119, Arjun Park
Delhi",roy.never@gmail.com,Rahul Rai
,"To create awareness and provide education, medical facility, food and clothing in weaker section of society.",110047,91-98711 48431,Swastik Charitable & Social Welfare Organization,,Welfare and motivate weaker society.,"An – 555, Aya Nagar
New Delhi",swastikcharitable@gmail.com,Rahul Choudhary
http://www.ssfindia.org.in,"With the mission to see the visually challenged citizens of India as financially independent individuals, placed in prestigious positions, none less than ordinary, SSF works tirelessly towards facilitating education, employment and is in process of setting up its own institute to impart training of international standards.",110085,91-93508 85892,Swayam Shakti Foundation,"91-11-27574000, 91-11-42958081",Empowering the visually impaired,"F-3/27, Sector 11
New Delhi",shaktisharma1962@gmail.com,Shakti Sharma
,"To act swiftly against global warming and for rural development and child welfare like shelter, health, education and career.",110092,"91-99111 12329, 91-92899 44552",SWORD – Social Welfare Organization for Researach & Development,,"Rural development, child welfare & global warming.","A 26, Jhande Wali Gali, Mandawali
Delhi",sword.ngo@gmail.com,"Prem Dahiya, Tabrez Ahmed"
http://www.taal.org.in,Talent promotion & other financial / social help for society.,110055,91-92126 92479,TAAL – Theatre & Allied Artists League,91-11-23587658,Talent promotion.,"5090, Main Bazar, Pahar Ganj
New Delhi",jagdeep22@gmail.com,Jagdeep Singh
,For doing social work and help in development of India.,110091,91-93113 04020,Tagore Gramodyog Vikas Samiti,,Social works,"14-Feb, Trilokpuri
Delhi",alok_a_agrawal@yahoo.com,Mukut Bihari Agrawal
,"The society will mainly focus on the fulfillment of the multi dimensional objectives towards better health and living – the greener way it aims to provide quality information about green technology, agriculture & farming to better health and living. To provide information about advanced scientific research on medicinal and aromatic plants to the farmers. To plant gardens of medicinal (herbal) and aromatic plants in school and various societies like prisons etc. Farmer traned cultivation medicinal and aromatic plants.",110006,91-93126 36210,Taruvar Research & Development Society,,Medicinal and aromatic plantation,"1000/6, Second Floor, Chhabra Centre, Pan Mandi, Sadar Bazar
New Delhi",Secretarytaruvar@gmail.com,Punit Kumar
,Lets re-build India together.,110024,91-99114 20956,TEAM,91-11-46575535,,"Together for Empowerment and Melioration, Delhi
Delhi",theteam.trust@gmail.com,"Sachal, Dinesh"
http://www.tlsews.webs.com,"To work for the educational upliftment of the rural and general public irrespective of caste, sex, creed and religion.",110062,91-98113 87095,Thakur Lakhmi Singh Education & Welfare Society,91-11-29053811,Education and health.,"6, Local Shopping Center, Dakshinpuri
New Delhi",india1_aman@yahoo.co.in,Bhagat Singh
James Veliath,Tweet,110002,achradpunv@unv.ernet.in,The Catholic Health Association of India,"91-11-23251377, 91-44-23257354","CHAI endeavours to promote community health understood as a process of enabling the people, especially the poor and the marginalised, to be collectively responsible to attain and maintain their health and demand health as a right and ensure availability of health care of reasonable quality at reasonable cost.","Ist Floor, NIIT Building, 7, Ansari Road
New Delhi",,Health
